Среднедушевой_доход,ВВП_на_душу,Уровень_безработицы,Индекс_промпроизводства,Рождаемость,Смертность,Инвестиции,Торговый_оборот,Стаж,Возраст,Количество_детей,Средняя_зарплата
36379.638867181835,267.965269180568,5.020996199728621,127.48835565218803,6.206504779135103,13.92203685012391,-217.6561658914443,186.406283170359,17,45,1,38678.24582886112
28815.44447997063,342.41659464019165,5.653058485813277,112.212276431774,4.62068064239627,12.256742745280873,1342.0816043044772,426.7793754580717,21,24,0,38704.85713275951
71984.7315338233,352.28354880354993,12.4452756628595,107.23100091003079,8.851548431161094,16.961242029351503,592.621998588226,105.31959428456128,15,43,1,48838.53517491559
46613.355492701965,242.6299996061421,14.0799646972141,105.5309972097628,9.628813161175492,10.376693054980246,1088.0752259438461,177.82814130674265,15,28,1,34898.7898510857
51012.92307031886,297.56454077390174,7.2663350288583635,105.90695947324377,8.806960919156188,14.882818892685494,375.089830205318,399.6446625800788,1,41,2,43719.4482735209
28628.77720679815,514.2270358611863,13.779443027722461,71.08491130981585,6.447908325332322,12.1614776101104,867.3812297648989,318.4589655860421,24,60,2,27869.9205080421
41834.25913212226,472.75431701007113,6.179444116222466,95.81674908773866,8.800302813606589,12.52508356597101,1016.8595274505266,698.8054953938963,12,27,1,49733.329581061866
51663.83884564799,343.6323669674032,8.193680822469291,112.67736956776483,10.807884257742202,12.44843832052237,1134.296790522149,675.0844819036563,10,54,2,53336.76824808653
32735.09633866546,303.80034781682,4.938376971607997,99.26654224788842,9.86532090963239,10.46298068651766,442.5889063237929,269.81163058732693,42,30,2,39031.56196220205
55635.47027518508,312.0031326718261,10.326188548285971,78.92215229794638,10.54750309179764,12.957703102279986,1598.4554743806762,483.5706427605223,42,61,1,46209.84378029078
40990.419651217926,361.35179727304165,14.726754497272516,99.21393324133795,7.989654398637301,12.812055333634536,701.5526076340143,512.3923835319177,31,59,3,34867.09749260239
45624.593753100846,197.72074348015946,9.845410248563923,125.56158274383236,13.515153744148478,13.723720745220188,162.76526977337733,310.3781712963395,11,56,0,44526.54093368513
40974.40081655905,274.2623462576655,6.651583093476136,118.70337573302079,6.471479990335658,13.253515437078587,945.4882900182681,175.66876952526943,16,36,1,41484.59196207064
77784.17276763407,133.14159261224106,10.421626797876868,99.06993985950952,11.462680891260156,15.39398364883671,1017.1876545132301,398.1552326037914,9,68,2,51659.43421599994
49797.541628930994,339.9223122605279,3.5979688200500384,114.2717391558713,13.545673278879885,15.770525848142107,1080.29471658588,374.0731487778834,14,36,2,56819.24567043524
34134.3360656615,364.7195939702741,13.552568043450183,94.50239469447922,11.442724278246686,9.848130034516597,1681.0662018425396,334.6353254544071,19,29,1,34549.015123402976
62338.173681547836,251.6813537700626,8.540091360137872,74.44192619759922,9.39242731880551,15.606317501772313,881.7755816320703,466.34753022467277,31,69,0,44099.92438896025
31687.345250434668,457.39867632900325,7.841546646515347,86.13301017805668,8.415108860011063,9.440990718670436,940.1901878156143,287.3905589491602,9,39,2,40915.943744809614
53132.95392507133,177.4234336997659,9.616242249895748,123.44333152762297,13.108262953138768,14.763567664413205,448.40780938345324,227.20036786312855,36,64,1,46530.89072230694
20604.948141803365,153.56251197901798,10.122190216262233,95.89010377256044,5.731075224214981,14.859216354108606,1410.2767514439483,416.36244555247475,39,54,2,20310.43031107917
30077.209266523543,322.4451818559972,2.933085480944669,96.34924030937474,7.089627218861069,7.266049325012488,1092.1545320390517,457.8955138853314,26,47,2,43037.6166293603
52952.91853803685,404.7098302612155,10.874023875904232,95.5024270558768,8.807326703524836,13.27893773958823,789.9861363529187,223.50325841499205,8,63,1,42796.24009644327
61076.99869993116,468.3927691457869,5.145111844101884,128.5620488435951,13.712961272535996,11.594511659919053,47.66265326726818,539.2135916486621,24,29,1,66661.41933156655
52570.524217849554,254.111573713106,11.281384222585668,124.38938373043095,11.139302908122687,10.723704226193874,1722.2060975275438,134.4278293335883,8,46,1,48931.147527777255
48265.27576417639,407.86808334312957,12.692952326994558,133.281703501722,7.095862724469264,17.052556992097017,386.1600177719714,313.2829811926535,19,38,1,41218.20361029246
45483.444566160666,296.1491530499293,12.451460598182765,97.61432184399924,9.06907688384529,11.038962578087743,704.3609953151472,361.2987195703586,30,28,2,36278.50166209929
27822.17014448859,282.73727000591805,9.182512576302559,104.43436733120643,8.157030567711116,10.580869212645851,1179.1722555380015,304.56644310221054,22,54,1,33353.481868669
39202.33687407937,388.3659937486672,8.762208600039765,77.25036175868813,7.870633023299394,13.22708482001528,401.72103569165677,315.2409289673211,9,65,0,34270.6143590343
43090.41843560319,365.232287841342,3.8573874974123523,122.15401639177412,12.936668675670337,15.05676923889525,253.2451108734283,680.6611723462171,44,35,1,53960.38630920916
65856.83339328374,142.36078430157505,12.079499955240763,82.48330673098097,5.884770612209483,12.57505424196962,-61.973791350332476,272.3673866441652,4,61,2,34322.37738523206
55154.27434352692,447.65403497258956,5.528321945807287,103.25163345643944,14.82634256720312,16.499111637007758,1360.4984764528178,766.1832583707871,37,44,2,63921.73644155251
23554.39766955899,438.0091354147452,8.457040496633304,83.54046208550734,12.484689070553868,14.592926985892271,727.406877636839,465.5690169596578,8,54,2,37494.45374996676
54861.25954092192,237.44372984904706,5.695563208057717,91.16699759891956,13.272585011811094,6.4653660408057085,2463.635046236665,413.8082705967988,1,65,1,55861.67174942222
44223.76579375525,339.5803533437409,3.739768718996011,87.4410635342545,8.611181463924225,11.411599109478974,502.8224671845633,471.4360530081499,28,29,2,45842.78413830915
39846.169995410615,349.4030186282739,10.184250059592575,90.88187108986273,9.550177842762672,11.314473701944904,539.2744882855393,779.4891623877928,6,40,2,36806.19748891384
59175.14433261302,326.0673765823907,2.7063164526977497,91.91315945276531,5.700544556425864,14.438082860288267,717.3035148572992,250.9610494102828,36,51,2,50694.72765649635
65464.99283743926,244.969484615458,11.7323880436406,91.77596807612385,8.426012778799592,5.125548830877665,1121.5673275692445,231.93731215954162,11,55,0,52293.13274923824
63969.20178674298,232.83766320619486,6.128628338394517,112.50000867670461,11.480964542929453,20.647029126153164,764.8983306073443,286.77007051421185,5,40,1,51669.430367490764
37411.73715166042,297.44459290085547,2.0017510090583093,83.4270581040622,13.888189185344189,14.59307828468263,1306.166107001256,404.8214720446841,24,42,1,48463.077241245526
45361.81436223178,417.2729019259365,8.644678810083988,103.308121405208,6.678529549592644,13.446630411753073,510.7058050056728,141.13433127811402,18,21,0,43182.89801813709
54968.95147105346,354.3600154594432,2.6090748108588406,118.26938728458337,8.903482189044203,16.544703149257437,309.2041407682094,403.3508858977912,20,47,1,52962.75445963305
64633.17690683539,262.9385667913894,5.590204251671693,92.30205453229905,9.546102339302433,20.030962158437873,100.89263029544622,654.0320700120508,28,47,0,46866.85662515703
42812.38643232065,377.16987106483447,11.19069433692431,89.23121663878597,5.812632393422545,15.61223993376521,-111.78708396859838,422.71110859371663,13,30,1,29180.364803311433
47215.115350042746,15.145737936992475,2.814965081084256,96.54213062229624,11.774047725275201,15.84643928941486,740.9654902624716,356.09718115370845,5,59,3,39409.10313892798
33404.97538990958,414.87657003721034,12.91140040062803,117.69587812541064,7.828029004772173,13.392070073393146,849.509843803389,307.2759326974559,30,66,2,29678.102386760253
32056.90063878994,126.02862212219003,2.0496589945615806,102.91161446430037,9.413828946468929,12.575422739899155,684.2814862584083,534.7767556827347,1,31,1,39498.917192175264
62187.88733591297,263.7559058596868,5.208710299624729,92.03178558088602,8.644151884264367,11.572613667985296,1621.7028985935808,276.12508401429284,22,64,1,58372.958907869164
70343.60042856235,188.03301053738562,11.63175272997693,107.2581497678206,7.631984482840977,10.521664024856374,1614.0151048040675,676.9593880898872,18,25,1,51331.937264598775
48919.848176294996,170.53185242790943,6.111511946480988,83.46561775245365,9.978865043558336,10.938957700901508,832.598506277749,690.0039621571536,5,41,1,39414.68266702804
65052.99346838036,416.08267873785195,3.3246010448581758,110.22039265664422,9.353171264295932,8.948332106971051,103.03944340401847,438.5126197992681,31,35,1,61356.30971365158
55424.54037571451,253.22987986881085,6.683040944405563,106.12910961552652,8.884426353164002,12.77238564794493,716.6474459724736,398.2727367885032,6,52,3,47236.20483776154
40323.203680923136,334.6503881730716,5.515112722998832,95.38287293291674,7.814615134958972,7.9459972683208395,700.0893030414693,554.5989712362339,27,42,2,42137.998655801595
55420.934082626205,295.3079421120816,12.955254728087214,87.42121302329153,10.958574012348866,13.572749572431132,671.432518860971,564.2197753340988,25,34,1,42337.44334941268
73070.54849698953,347.70408272231214,6.07352292860686,86.69978616574814,14.960851805476855,12.891008175872974,651.1405480508776,279.10124034108765,29,49,2,63627.55952831588
49462.60941335073,307.68218910602553,12.256122133088095,108.02226004518866,10.419661698517382,13.440805895160063,673.2685521375963,321.0167300294947,28,41,1,38768.10535651505
73469.6548372101,171.70077758114303,13.594337882539552,118.43470753733592,12.988354644733388,11.433605289940022,806.7291920511201,201.64788479750567,16,24,1,53428.738452046346
10703.823438653832,399.626681944714,7.639626454494884,90.44038379456808,5.829334224539612,22.23058111054151,682.2294505922216,461.3597407501086,12,30,1,23533.48609730618
62328.53756562836,250.62434168386875,13.829260870107095,106.87580055327226,10.473284317881308,17.08034770054094,1104.161254312796,499.9941825185336,20,44,2,47783.332984715824
51305.706023572566,144.34181013402488,6.905134701521507,68.69459472096896,6.7078950430868005,9.266372499745831,1180.1843579524304,197.51115432080906,18,65,1,43326.901345368504
45514.88974301199,257.1884839034087,14.533019414371406,91.23073404014201,5.569225217404296,13.698604262280694,544.677456408755,331.72016427757615,34,22,1,26187.51206529006
51376.41164803253,450.0759790634311,3.1607638188324483,99.53411600693647,7.781885777622891,11.175981571188029,1635.5326630035167,197.91191236279764,23,53,2,63033.66467451039
20186.46628098661,385.0221742113493,10.931250464542156,86.3547487452725,13.575698003240719,9.956560819877758,509.9688490796929,265.1800284634244,27,43,2,29709.398022963895
46704.92168243732,265.1347865592141,8.419582525940072,85.95240437815606,12.850047486008936,8.979783786628195,191.09969309233145,482.65255903394495,17,59,1,41137.66382433013
55356.6885726762,265.07422956815714,7.039434470923412,89.9833066529667,10.7290141661632,14.296650072277762,1190.389035682526,289.9776899982581,21,62,3,48350.564347038955
72168.41067112274,267.83649487826176,10.225254423731812,104.38289092489559,5.401898320330208,10.955859294791278,591.2959327928302,354.8761065951552,40,48,2,48765.12079389581
42225.94672589529,507.6747983560841,11.150142191246305,97.19006472390438,9.41115804583619,15.903478072075613,1160.645735378694,155.90324080790268,31,27,2,43300.92356960391
37872.595956602185,338.19354522315535,2.056722505454018,66.42653150012542,10.905100026705206,15.981346643591317,-201.8343005502652,428.04853145869964,3,63,0,36519.99820318938
42473.64434623195,343.00416471910694,4.1703901537135835,68.189497710474,10.526608688735793,17.12174315563435,1696.2279707415337,393.35900202330265,17,43,1,43721.38998768322
63731.03176553111,403.02834540318423,11.269598658246142,90.89702233214237,4.468619249557763,10.44283970177769,1336.146704020201,290.6561124950257,26,39,1,50626.077529496215
54931.266644895266,323.87891590265133,10.663010376516684,106.86529879080328,7.329046455940384,14.42609683207603,249.76172541849917,371.6478553476289,23,29,1,41887.43990233798
42053.59694349442,274.0957854179297,14.558617566672805,58.78742735912148,9.80776670755385,14.897362649926903,260.6114380768572,427.0442320755167,6,49,1,24403.82771607965
57699.01149670034,280.3650150915022,11.893491273260178,92.50404735772554,11.60887272855157,11.577465474688106,1836.1329520487639,277.76977766359835,28,44,0,48534.44139071597
51456.16324022061,292.8398740585936,14.360045200507395,92.10628215223868,3.4116165367001603,10.684684127821374,631.3100482510207,178.5606183997331,8,50,1,34144.960142514465
64529.674857993334,296.2777763490158,11.133026519952491,120.82506667312671,9.513628073560424,17.828561997327917,582.9075756336881,670.8361649030223,8,69,3,46176.72218873857
39469.203591839716,372.762954363698,5.874678712312761,94.22467282430705,10.429146309636858,13.682487627196162,-133.02604707464138,305.0090942934591,19,37,2,42251.887043570416
45085.067801033474,305.19458858072994,3.369743989261134,105.74483477111393,12.548835965548639,14.907903252135213,824.6108971992229,385.4859845219666,38,56,1,50300.83784023526
44118.377703017635,373.2640077215579,12.163710223484163,102.11885710131195,12.07857275271231,10.533771964516218,886.1401925821235,551.625960253047,29,58,2,43522.783085410854
28047.275778018222,291.92834198914176,10.373939879186906,68.04150280289198,11.747713956426416,9.342146600433418,1357.7465483847427,929.3582781355726,23,57,3,34252.154780010766
54441.80415596864,307.8635190316091,2.626418161112851,111.52310824947605,7.600178479894197,11.29165067652367,300.4607859077622,213.32703251667016,32,30,1,50536.7177262574
53915.82908269834,100.17993154678925,6.680656056712718,103.23094758184432,4.275993588630078,12.627935837830009,239.85660387969517,467.4740820589765,10,31,0,35430.016985617156
50076.70184963691,391.63276747024815,14.438397601295721,107.62402959511884,8.820841728815797,9.807339979547955,1225.4813173882385,293.86715720588404,27,61,1,39131.91700502119
46481.1929993728,334.6488475897993,8.505214894232616,158.8935655965449,13.00489547562568,12.97046557404885,1503.3650356135324,319.18145431349336,1,57,1,56173.70917660401
28769.438869243786,399.8010109859652,7.62547876825616,68.73830590752118,14.180363582573294,7.9344844357945,214.4238244410584,291.9681968489815,39,39,2,39597.490775941245
43690.320158519615,10.374462180631099,7.950094867070821,125.87044974641663,12.131647306893356,9.639857732590382,1540.7570431498707,231.15175482991225,29,35,1,42189.62258079727
44859.282252098456,508.83747047807276,4.7154754120671285,95.68828720899467,11.288022468405202,15.012733744830626,1018.7709207434107,393.8062957323008,3,65,1,50578.437866437234
37965.84096167571,286.0410371844826,6.793193221242338,104.30993356604515,11.138918945157897,14.811371560833683,1545.9026695373227,178.82459694276466,37,46,2,42069.39601092855
47580.71432500986,410.81828167375164,6.807572327833296,99.31731632048137,8.331643759717657,11.824369703839402,964.8898192411917,542.0211349767806,31,60,0,45781.97171432398
56060.762852218075,196.00940728744692,2.6806152624371413,93.63645499902935,9.60981911933914,9.94670707276914,-261.1389587439751,408.2504404050062,11,33,2,46231.2778471417
78292.78851815795,361.27739050625695,11.978379170732937,91.45250607641862,15.007208577478993,9.917789345421967,924.0163088419806,463.36524593521597,22,63,0,61843.60524358816
52618.66719247759,194.65844368263438,7.414557614750427,104.94263103359513,7.172325982624371,11.880195262176057,1530.071909335635,330.0717082080666,18,52,1,42881.407597096644
53863.25586084147,237.6231039304195,12.688338528613503,77.24239454992481,14.844336372129554,14.933555474935874,553.1269904581428,344.9194098682378,35,51,1,40897.209305732635
48883.311263507494,491.4031353866786,13.05452401455864,111.25868751282648,9.033915536523825,15.784737074032973,806.0175155462739,443.1345857750992,6,20,0,44282.442738941936
21218.431770514377,280.93175992366537,4.755922711082555,93.7570839267212,13.976296327285235,11.510404793554093,911.9332482245109,225.39240513912617,3,21,1,37328.27312592364
49602.291868261746,321.7432873179723,10.545595268211672,83.04895991439463,5.779554971507386,9.539522722045648,-449.756939934241,346.30143483799964,5,22,1,33850.49522202037
50903.4531491154,387.0067730688754,8.139663454118763,93.24980713006279,11.757712603493948,13.803530913599,1835.6737877187381,271.0579729182319,9,27,1,52761.39539462654
86948.6316872793,349.56818879726046,13.442037592979306,118.8572382529386,7.789689592157134,10.529395088122453,549.3121600514128,266.41467841134784,28,69,2,61426.581384930774
47114.58552828316,315.04189051435765,4.804628829293904,91.96997369475665,5.754198424227438,11.445242083416392,1252.8677162363995,83.52426390615375,19,46,1,45659.513224994356
54523.210135004185,336.4961002466225,10.811571604030576,105.3768042731443,10.655602127232838,16.975828271311112,956.6494319258957,600.898988422,28,49,0,47124.597668734525
49479.32345442135,540.3415585238275,9.900777589285394,89.0356558642679,13.028415365787907,15.481346285697304,1628.80952817968,297.0191870269347,27,48,2,51710.80515252667
32469.82943570702,294.23812029664145,5.838919208433826,111.3688277488543,7.465175684219511,13.473922936754356,1203.0280612140405,574.5064082745325,13,19,1,41185.753825643464
67142.34221772531,320.10990467149674,3.775811747465244,110.28261608185306,5.502952118624796,9.184242996661832,882.5378642395127,560.3188482091439,38,29,2,59007.046798751544
61278.99549030161,405.0654396007612,10.471316886204596,127.72913249944617,9.724465706995135,13.634189702411977,553.2424537403599,207.10004402252596,43,44,1,53789.5379228673
61865.47920564571,410.5525932957984,11.601766955720299,97.36654081751176,9.737694013668456,16.18797187236258,1398.9253506910695,236.73831464907315,21,22,0,49368.10982208771
36359.18817807891,418.703030556038,6.10315546892355,110.0298220713686,11.644958882663495,11.873099002703393,63.27934802269169,784.0754439033526,27,54,1,45331.65111200345
71041.91466404148,363.8730222029185,10.382823852290079,101.47101309308417,12.848783714093464,17.053342269960147,1322.9452101379463,662.6388912890716,6,44,1,56571.991220161945
28972.234058115788,185.69950872695165,7.1367017989495425,119.43807672794522,9.821754456182518,16.878235868554622,450.4776242225637,395.2722230007844,38,40,1,33592.238385229975
58802.85640700405,463.3431532301096,11.27168948267403,89.21751418586905,15.566509944382789,17.99119849643042,1626.1418309783198,438.6059659626024,11,50,2,56791.90035649798
82856.83438714968,185.3654606981312,4.589798573622691,111.17507969315922,10.672704233605876,13.915729379594058,1080.6497713313474,305.3730395579217,41,21,1,67324.65565164153
35141.955123039676,330.2635465239033,13.572795034270268,97.07954055824978,8.960720481979301,14.762175099418037,1322.0618839250544,464.852907130051,17,38,2,29399.928139810698
41505.53405595842,224.5724149980642,5.736324754052537,99.03717734337253,5.165297922691517,17.24256186499327,1040.9944069123596,292.4227148916293,39,41,0,38983.374720053966
51494.77047631462,293.58616534070075,6.781217840829988,101.3762872667256,9.212021439051497,14.342181811206927,123.81145242950163,95.1469353552423,7,61,2,43182.10753091273
42447.86518825701,332.87624103034807,2.755195377044547,103.78360594640016,8.99083916376659,11.496297676629363,569.6354183023308,201.76663202334234,30,48,1,49379.5840741519
26740.04853400801,332.1357215450273,3.449658760176593,98.25656435317063,12.880914388844412,11.654371490416416,1336.1946688056912,403.1639121775881,21,61,0,42578.4541357053
51028.44462209041,342.1920754235285,8.706204735260265,103.22069774755789,11.387450872200562,13.715664861321217,1083.327908679922,230.33991467461183,1,65,2,48433.96168994139
34065.44429410843,461.3711269058647,5.47870479746363,123.67177086343277,6.461892635102148,9.128315734161344,1590.494952652836,389.90838026296984,25,41,2,50547.11162548415
57103.88645952773,345.35343015139796,12.861242934648526,114.78174528422828,10.516763159233113,12.570223253907422,1201.637281518586,238.80084408507054,32,66,2,45194.94158007193
36208.63648649295,275.5843364709351,2.1910140525144,113.03731888745345,12.01459351518716,16.28964135469076,516.6490546486701,282.646911624701,8,27,2,47125.82289763249
73249.01607526309,396.40871682883574,6.928222632735171,93.16690710964194,14.5840940781635,6.426238446504157,601.9679311396831,527.9747959619788,5,66,0,68828.44173460947
38251.20061495644,418.94704889246407,6.385492107998205,86.66138757657514,12.662511902242178,17.603446305383546,1051.4586952616187,437.1220821460157,30,66,1,43798.584739494516
45169.07725691487,177.23921848630076,2.2512592019288133,114.3295083735663,12.282539962934433,16.36712265610948,-157.02203300005272,398.55033680299795,8,67,0,48675.18414093245
62202.758260545044,359.7400069849858,3.616789187006633,113.14070188794692,10.180257983845491,11.620706152508571,1836.7209428114925,531.8445959605976,19,19,3,64214.92655813
31537.03525349067,370.1172742310898,7.377354773942258,122.09006013626473,11.16493601627035,14.630172483615429,1220.8733681887786,472.0912890021021,44,48,3,45718.570709620915
53411.899019061944,270.2436496640008,8.407239597816806,90.94029061046156,13.748514702118477,13.00944318071898,1613.5172985244362,616.9844936877051,30,42,3,45798.03051409376
69607.14131423642,437.57068133116195,7.255766714313299,96.5567701695948,6.00166780756105,16.689971105316047,209.6980295954155,331.02111065272896,15,21,1,57961.32423795738
25887.75148158159,284.9944412967473,8.90218981935722,75.40773756211848,8.951682018349132,15.948049428309822,1622.2825801776278,335.5547532208737,36,68,3,31433.241411598232
52769.507877984564,312.5576453471542,9.736711773773859,94.1129334090869,7.682293753731278,8.799787830450972,2115.749455513874,204.83361004129821,44,28,2,47007.95363116281
53898.24191372635,282.69281757161303,2.129009674661863,114.94855765869171,11.137459356178372,14.76178724039253,339.5608223113412,335.65289239413704,27,34,1,50868.44031044142
61727.34307665966,301.5579047581468,8.03323707289555,93.00256931157703,13.690666526952363,12.383116439070257,1385.7008974518833,544.7154841453669,13,61,0,56042.78663352727
31445.73933682877,190.3724913104798,14.525490131538648,109.60719692801236,8.20907713983678,13.2484977115543,1000.5549723436466,594.99810583932,14,19,1,23016.20845089402
30193.150803735854,155.99491174057056,8.747419641684132,97.14245341003283,2.8290868975916865,10.815484297090553,227.7830758758779,544.0457752130002,37,23,1,24449.110847974753
57829.12348425346,459.45050632249723,10.808049476966392,104.86085542332341,8.76333776492659,18.244411207362507,1246.441985925935,130.87122001758456,30,26,1,49994.6514380783
54454.77009849779,215.30386516816722,6.054230152919482,82.78462915276499,12.74042119605222,16.120185459707727,1416.801602418674,562.4717818991102,39,22,1,46075.923999714156
53757.39275518815,200.86076505436927,12.061887915985913,101.27814174450852,11.61288970884964,10.780686508081098,699.4367236655766,124.22220650918939,13,37,3,43188.70088680946
55196.72314245463,84.66098863962853,12.047979264389497,55.13296043648915,11.284558743431727,8.996168179269302,1582.9582601276115,534.7175986183521,16,46,1,36809.19928489171
39799.62917632264,236.10382523104977,8.776848619503806,97.19655762757023,9.160020094376561,11.842982107066454,166.61829660540116,344.83232101434174,44,38,0,36762.18408492046
53483.80545741505,167.69102065925017,14.688179702629776,75.5429013442729,6.162907791340641,14.303507938273917,252.62192677517794,505.37999709007835,7,26,1,26473.51714657666
54396.08709948022,464.20151601363693,3.632152791914494,118.08991774820224,11.545882964873403,13.72061753183867,1068.2986977943763,200.13274781581512,27,45,1,59001.56615643276
39284.72872960448,400.9817089342634,2.2203196435645527,111.66111029146766,7.497154569896126,16.75939847430473,1012.6926389861359,575.675144905922,35,25,1,51195.735621660366
77986.61766717135,231.18496548222762,12.012056752842248,107.00006472949121,16.552290200141368,15.369759166542558,641.7132557879474,180.25378808426666,15,48,3,56403.23244282236
57107.49381367681,525.2435805344309,12.493021985743473,122.8150934073907,11.711521625063547,15.90870707725872,1404.797217985943,299.73176337202335,28,37,0,52781.72131455166
32130.44754196027,398.1765486991594,3.5626939785674914,85.76625218762744,8.258055092338147,13.980566201831312,1265.4471571079746,250.28580583464472,35,44,2,44615.4346938979
59848.30412950744,267.51686164913775,5.452576828461879,126.21044796873338,8.165844257834115,8.83210380936703,1429.0695354670079,136.85727207662512,7,25,1,62097.70498946338
35379.77494659018,50.05942851264268,2.228180723766176,113.98287346390578,9.721167380159235,12.412904406559296,938.4317823238662,414.1791351382702,20,38,3,39988.21398053424
61806.26905613678,529.0942572590742,5.813011940147341,96.4516706917158,9.281494233934751,16.180269219725997,1301.2901339891705,670.9133676755441,32,45,1,64785.12566720377
67378.93368511106,161.0427533236404,12.05084436094273,117.03430220774416,13.350501326589862,12.845431214426062,777.1748484850027,800.0357833480014,38,40,2,51271.33568517026
37689.76522472434,135.46012530431082,8.733486860263525,83.4055973138255,10.55924850923214,14.50927110587124,2026.909345043298,414.57336806293716,40,23,1,33731.99506420937
64450.64193866483,402.257043200964,6.525242711187746,87.6322875770849,7.805104783274416,12.0437550542616,593.7271149390072,567.5021912601284,32,20,1,52689.43477237999
56191.71390404747,543.9752406339273,6.832610833782294,90.8711541514045,15.671322055467348,9.910564454374466,2052.6487147291564,434.8141956892806,26,22,3,68721.22550738908
62330.90239991735,438.4272818510518,2.017597134301086,92.06533437903977,10.147924994560668,12.629967807861668,1017.4439735447042,474.8324792152319,39,26,1,61215.01523997779
78451.89473980921,356.390912005236,5.8974068583480665,84.15163535859621,12.30651902790669,13.927142329097961,312.2445552156287,348.67770233091414,20,24,3,62842.5177847783
46319.17825995694,359.4754341665286,10.403963641293096,118.34624600642988,8.175320477665721,11.032936841615669,1684.0396752443005,429.2615388133903,18,21,2,46130.42876511467
38693.95753463766,385.34155587803076,14.664527769612642,96.11718399445253,11.08934688323357,12.292866265429994,1062.9506941974796,480.62180569096427,15,56,3,34911.18288853296
36657.28355561715,375.8928589786765,13.011790750790693,105.2875745253532,10.933329973429586,10.181610274042052,1425.562049190119,313.2310406685503,22,22,1,41422.08231099645
37762.845725518426,328.1191423969376,2.3067345403918784,91.44472950379479,4.331052123711541,16.357734752692288,1611.9279592712965,388.3758550160518,22,28,3,41447.834804925915
48843.47435878844,310.42011039518763,13.681287860772912,72.69095049177224,16.04582533138192,12.116632727235897,1168.9777770725127,391.23548215037675,21,32,1,39690.25834297707
55117.279622249654,293.7406872100478,12.181579372882137,104.05086037587134,13.871933382767642,17.35826663537855,703.8795775935928,523.9604975995787,2,51,1,46940.003410740646
54150.36198995029,224.60354111333237,12.144889606422746,71.31617536870334,8.808414051562037,17.586243551622726,1487.856688834625,240.09517425584792,40,30,1,38087.63482803267
62407.74873554036,271.9324923133226,7.953944867046429,98.97048930871797,6.693190778632434,12.756862105834768,1000.3777537272978,392.26866870885226,43,65,3,49989.54667876194
